[literature] bookID;title;authors;average_rating;language_code;  num_pages;ratings_count;publication_date;publisher  # header
[NYC-galleries] Sperone Westwater;(212) 253-0648;121 Greene St;New York;10012.00000000;http://www.speronewestwater.com/cgi-bin/iowa/index.html
[NYC-galleries] Spring;(718) 222-1054;126 Front St;Brooklyn;11201.00000000;http://www.spring3d.net/
[NYC-galleries] Sragow Ellen Ltd;(212) 219-1793;153 West 27th Street;New York;10001.00000000;http://www.sragowgallery.com/
[NYC-galleries] St Etienne Galerie;(212) 245-6734;24 W 57th St;New York;10019.00000000;http://www.gseart.com/
[NYC-galleries] Staley-Wise Gallery;(212) 966-6223;560 Broadway;New York;10012.00000000;http://www.staleywise.com
[NYC-galleries] Start;(212) 431-2414;50 Greene St;New York;10013.00000000;http://www.livevillage.com/newyork/art/start.html
[NYC-galleries] State of Art;(718) 349-7250;113 Franklin St;Brooklyn;11222.00000000;http://www.merchantcircle.com/blogs/State.of.Art.718-349-7250
[NYC-galleries] Steigrad Lawrence Fine Arts;(212) 517-3643;23 E 69th St;New York;10021.00000000;http://www.steigrad.com/
[NYC-galleries] Stein Gertrude Gallery;(212) 535-0600;200 West 57th Street;New York;10019.00000000;http://www.gallerygertrudestein.com/contact.htm
[NYC-galleries] Stephen Downes Gallery;(212) 274-9194;377 Broome St;New York;10013.00000000;http://www.nyc.com/arts__attractions/stephen_downes_gallery.263/editorial_review.aspx
[NYC-galleries] Stewart Waltzer Co;(212) 675-4949;200 W Houston St;New York;10014.00000000;http://www.manta.com/coms2/dnbcompany_jr0lm4
[NYC-galleries] Storefront For Art and Architecture;(212) 431-5795;97 Kenmare St;New York;10012.00000000;http://www.storefrontnews.org/
[NYC-galleries] Stricoff Fine Art, Ltd.;(212) 219-3977;564 W 25th St;New York;10001.00000000;http://www.stricoff.com/
[NYC-galleries] Studio Gallery;(212) 579-4654;205 W 88th St;New York;10024.00000000;http://www.merchantcircle.com/business/Studio.Gallery.212-579-4654
[NYC-galleries] Studio Tamar;(212) 529-4247;152 E 22nd St;New York;10010.00000000;http://www.upspring.com/studio-tamar-new-york-ny.html
[NYC-galleries] Stux Gallery;(212) 352-1600;530 W 25th St;New York;10001.00000000;http://www.stuxgallery.com
[NYC-galleries] Sugarhill Arts Center;(212) 491-5890;3658 Broadway;New York;10031.00000000;http://www.theartproject.net/pages/126yp_awaken.htm
[NYC-galleries] Suite 106;(212) 274-9166;112 Mercer St;New York;10012.00000000;http://www.art-search.us/listing/22923/suite-106-gallery
[NYC-galleries] Sun Yi Jun;(212) 625-1910;83 Bowery;New York;10002.00000000;http://www.nyc.com/arts__attractions/sun_yi_jun.821/editorial_review.aspx
[NYC-galleries] Susan Aberbach Fine Art;(212) 207-4600;41 E 57th St;New York;10022.00000000;http://www.saberbach.com/site.html
[NYC-galleries] Susan Megson Gallery;(212) 254-8090;456 W Broadway;New York;10012.00000000;http://web2.userinstinct.com/31111920-susan-megson-gallery.htm
[NYC-galleries] Susan Rolfe Associates Fine Arts Ltd;(212) 688-7184;654 Madison Ave;New York;10021.00000000;http://www.merchantcircle.com/business/Susan.Rolfe.Associates.Fine.Arts.Limited.212-688-7184
[NYC-galleries] Susan Sheehan Gallery;(212) 489-3331;535 West 22nd Street;New York;10011.00000000;http://www.susansheehangallery.com/
[NYC-galleries] Sutherland M;(212) 249-0428;620 Park Ave;New York;10021.00000000;http://www.artnet.com/gallery/155971/m-sutherland-fine-arts-ltd.html
[NYC-galleries] Swiss Institute;(212) 925-2035;495 Broadway;New York;10012.00000000;http://www.swissinstitute.net/
[NYC-galleries] Taglialatella Dominic J;(212) 367-0881;511 West 25th Street;New York;10001.00000000;http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489CDBF0-3048-28EB-923E29A3CAFD93E0
[NYC-galleries] Takako Tsuji Gallery;(212) 231-1778;41 E 57th St;New York;10022.00000000;http://trustedplaces.com/review/us/ny/new-york/cultural/1415l81/takako-tsuji-gallery
[NYC-galleries] Talwar Gallery;(212) 673-3096;108 E 16th St;New York;10003.00000000;http://www.talwargallery.com/
[NYC-galleries] Tambaran Gallery;(212) 570-0655;5 E 82nd St;New York;10028.00000000;http://www.tambaran.com/
[NYC-galleries] Tang Sarina;(212) 517-7401;3 E 76th St;New York;10021.00000000;http://www.merchantcircle.com/business/Tang.Sarina.212-517-7401
[NYC-galleries] Tanya Bonakdar Galery;(646) 638-9471;521 W 21st St;New York;10011.00000000;http://www.livevillage.com/newyork/art/tanya-bonakdar-galery.html
[NYC-galleries] Tate;(212) 242-9888;413 W 14th St;New York;10014.00000000;http://www.yelp.com/biz/tate-new-york
[NYC-galleries] Tatistcheff Gallery Inc;(212) 664-0907;529 West 20th Street;New York;10011.00000000;http://www.artinfo.com/galleryguide/13109/1619/tatistcheff-gallery-new-york/visit/
[NYC-galleries] Team Gallery;(212) 279-9219;527 W. 26th St.;New York;10001.00000000;http://www.teamgal.com/
[NYC-galleries] Teller Susan Gallery;(212) 941-7335;568 Broadway;New York;10012.00000000;http://www.susantellergallery.com/
[NYC-galleries] Tenri Cultural Institute;(212) 645-2800;43A W. 13th St.;New York;10011.00000000;http://www.tenri.org/
[NYC-galleries] Thaw E V & Co;(212) 535-6333;726 Park Ave;New York;10021.00000000;http://www.artinfo.com/galleryguide/12003/489/ev-thaw--co-inc/visit/
[NYC-galleries] The Affordable Art Fair Llc;(212) 255-2003;216 W 18th St;New York;10011.00000000;http://www.nyc.com/arts__attractions/the_affordable_art_fair_llc.1679/editorial_review.aspx
[NYC-galleries] The Axa Gallery;(212) 554-4818;787 7th Ave;New York;10019.00000000;http://axagallery.com/index.html
[NYC-galleries] The Bohen Foundation;(212) 414-4575;415 W 13th St;New York;10014.00000000;http://ny.citysquares.com/manhattan/meatpacking-district/arts-entertainment/artists-art-dealers/the-bohen-foundation
[NYC-galleries] The Chinese Art Gallery;(212) 759-1153;1050 2nd Ave;New York;10022.00000000;http://www.411.info/business/New-York/New-York/The-Chinese-Art-Gallery-Ltd/8957246-13714534.html
[NYC-galleries] The Dollhaus Art Gallery;(718) 486-0330;37 Broadway;Brooklyn;11211.00000000;http://www.dollhaus.org/press/NYPress.htm
[NYC-galleries] The Gallery 172;(718) 861-3571;1620 E 172nd St;Bronx;10472.00000000;http://www.elfwood.com
[NYC-galleries] The Old Print Shop Inc;(212) 683-3950;150 Lexington Ave;New York;10016.00000000;http://www.oldprintshop.com/cgi-bin/gallery.pl?action=exhibits&exhibit_id=53
[NYC-galleries] The Phatory Llc;(212) 777-7922;618 E 9th St;New York;10009.00000000;http://www.thephatory.com/
[NYC-galleries] The Q Department;(212) 219-3304;28 Howard St;New York;10013.00000000;http://www.qdepartment.com/commercial.php
[NYC-galleries] The Scene Gallery;(212) 674-0508;42 Rivington St;New York;10002.00000000;http://newyork.citysearch.com/profile/11583862/new_york_ny/the_scene_gallery.html
[NYC-galleries] Thicket;(212) 343-2849;10 Leonard St;New York;10013.00000000;http://outside.in/tribeca-manhattan-ny/thicket
[NYC-galleries] Think Art Gallery;(212) 695-2006;336 W 37th St;New York;10018.00000000;http://www.nyc.com/arts__attractions/think_art_gallery.1775/editorial_review.aspx
[NYC-galleries] Thomas & Hirsch;(212) 625-2011;375 W Broadway;New York;10012.00000000;http://www.nyc.com/arts__attractions/thomas__hirsch.597/map_location.aspx
[NYC-galleries] Thomas Erben Gallery;(212) 645-8701;526 W 26th St;New York;10001.00000000;http://www.thomaserben.com/index.php
[NYC-galleries] Thomson C Art;(212) 249-0242;19 E 75th St;New York;10021.00000000;http://local.botw.org/New_York/New_York/Thompson_C_Art/141792657.html
[NYC-galleries] Three East Third St Corp;(212) 533-7749;3 E 3rd St;New York;10003.00000000;http://ny.citysquares.com/manhattan/east-village/arts-entertainment/artists-art-dealers/three-east-third-st-corp
[NYC-galleries] Throckmorton Fine Arts;(212) 223-1059;145 E. 57th St.;New York;10022.00000000;http://www.throckmorton-nyc.com/
[NYC-galleries] Tilton Jack Gallery;(212) 941-1775;47 Greene St;New York;10013.00000000;http://www.artseensoho.com/Art/TILTON/tilton.html
[NYC-galleries] Time Is Always Now;(212) 343-2211;476 Broome St.;New York;10013.00000000;http://www.yelp.com/biz/time-is-always-now-peter-beard-carnets-africans-new-york
[NYC-galleries] Tk Oriental Antiques;(212) 980-6416;41 E 57th St;New York;10022.00000000;http://newyork.maplist.org/viewthread.php?tid=412663
[NYC-galleries] Tobey Fine Art;(212) 431-7878;580 Broadway;New York;10012.00000000;http://www.artnet.com/gallery/140739/tobey-fine-arts.html
[NYC-galleries] Ton Ying & Co;(212) 751-0134;1050 2nd Ave;New York;10022.00000000;http://www.hatii.arts.gla.ac.uk/admn/php/carp/essay1.php?enum=1096638570
[NYC-galleries] Tonal Motion Inc;(212) 719-4393;1026 Avenue of the Americas;New York;10018.00000000;http://tonalmotion.org/main.html
[NYC-galleries] Tonkonow Leslie;(212) 255-8450;535 W 22nd St;New York;10011.00000000;http://www.villagevoice.com/locations/leslie-tonkonow-artworks-projects-145055/
[NYC-galleries] Tower Art Gallery;(212) 571-0100;7 Maiden Ln;New York;10038.00000000;http://www.nelso.com/us/place/50980/
[NYC-galleries] Traditional Art Gallery Inc;(212) 593-0350;1050 2nd Ave;New York;10022.00000000;http://www.getfave.com/locations/844915-traditional-art-gallery-inc
[NYC-galleries] Triangle Editions;(212) 355-3754;111 E 62nd St;New York;10021.00000000;http://www.getfave.com/locations/915361-triangle-editions
[NYC-galleries] Tribes Gallery;(212) 674-8262;285 E. Third St.;New York;10009.00000000;http://www.tribes.org/web/
[NYC-galleries] Triple Candie;(212) 865-0783;461 W 126th St;New York;10027.00000000;http://artcritical.com/fyfe/JFNoland.htm
[NYC-galleries] Triton Collection the;(212) 594-9590;224 12th Ave;New York;10001.00000000;http://www.tritonjewelry.com/home.php
[NYC-galleries] Troubetzkoy Paintings;(212) 473-4047;366 E 8th St;New York;10009.00000000;http://www.troubetzkoypaintings.com/
[NYC-galleries] Tunick David;(212) 570-0090;19 East 66th Street;New York;10065.00000000;http://www.ifpda.org/content/node/2617
[NYC-galleries] Turkana Gallery;(212) 732-0273;125 Cedar St;New York;10006.00000000;http://www.tribal-kilims.com/links.asp
[NYC-galleries] Ubu Gallery;(212) 753-4444;416 EAST 59 STREET;New York;10022.00000000;http://ubugallery.com/phpwcms/index.php?current
[NYC-galleries] Under Minerva;(718) 788-0170;656 5th Ave;Brooklyn;11215.00000000;http://blog.underminerva.com/
[NYC-galleries] Up & Co;(212) 966-7847;257 Church St;New York;10013.00000000;http://www.verystyleguide.com/upandco/
[NYC-galleries] Uptown Gallery the;(212) 722-3677;1194 Madison Ave;New York;10128.00000000;http://www.uptowngallerynyc.com/
[NYC-galleries] Urban Architecture Gallery of Applied Arts Inc;(718) 349-3837;1205 Manhattan Ave;Brooklyn;11222.00000000;http://www.urbanarchitecture.us/
[NYC-galleries] Ursus Books & Prints, Ltd.;(212) 744-1600;981 Madison Ave.;New York;10021.00000000;http://www.ursusbooks.com/
[NYC-galleries] Valenzi Gallery & Framing;(718) 274-1419;2904 23rd St;Astoria;11102.00000000;http://www.yellowbot.com/tags/frame/New%20York,%20NY%2011105/page1.html
[NYC-galleries] Van De Weghe Fine Art;(212) 929-6633;521 W 23rd St;New York;10011.00000000;http://www.re-title.com/exhibitions/archive_VANDEWEGHEFINEART3915.asp
[NYC-galleries] Vance Jordan Fine Art;(212) 570-9500;958 Madison Ave;New York;10001.00000000;http://www.russianyellowpages.com/business/Vance_Jordan_Fine_Art
[NYC-galleries] Veranda Design;(212) 724-5156;225 W 83rd St;New York;10024.00000000;http://66.111.11.24/arts__attractions/veranda_design.973/editorial_review.aspx
[NYC-galleries] Verona Arts Ltd;(212) 317-1010;603 5th Ave;New York;10017.00000000;http://www.merchantcircle.com/blogs/Verona.Arts.LTD.212-317-1010
[NYC-galleries] Viart Corporation;(212) 752-3500;120 E 56th St;New York;10022.00000000;http://www.viartcorp.com/
[NYC-galleries] Vick Corporate Art Advisors;(212) 414-1976;210 11th Ave;New York;10001.00000000;http://vickartadvisors.com/
[NYC-galleries] Vieille Russie Inc Antiqs & Jwlry;(212) 752-1727;781 5th Ave;New York;10022.00000000;http://www.artantiquedealersleague.org/dealerdetails.asp?dealerID=5
[NYC-galleries] Vietnam Art Design;(212) 431-8889;345 Greenwich St;New York;10013.00000000;http://www.galleryvietnam.com/
[NYC-galleries] Viewpoint Gallery;(212) 242-5478;41 Union Sq W;New York;10003.00000000;http://www.viewpointgallery.com/contact.php
[NYC-galleries] Vincent Fremont Enterprises;(212) 414-1881;1 Union Sq W;New York;10003.00000000;http://www.manta.com/coms2/dnbcompany_6xq3v8
[NYC-galleries] Viridian Artists Inc;(212) 414-4040;530 W 25th St;New York;10001.00000000;http://www.viridianartists.com/new/index.cfm
[NYC-galleries] Visage Studios;(212) 391-0131;12 West 37th Street;New York;10018.00000000;http://ny.serviceslisted.com/1654518-VisageStudios.htm
[NYC-galleries] Visual Arts Gallery;(212) 598-0221;137 Wooster St;New York;10012.00000000;http://www.nyc.com/arts__attractions/visual_arts_gallery.235/whats_nearby.aspx
[NYC-galleries] Volpe Organization;(212) 227-7913;100 W End Ave;New York;10023.00000000;http://www.shopinmanhattan.com/map.asp?mid=10584753&subCat=art+galleries
[NYC-galleries] Wada Takashi Gallery;(212) 586-8979;350 W 50th St;New York;10019.00000000;http://www.city-data.com/businesses/884092230-takashi-wada-gallery-new-york-ny.html
[NYC-galleries] Wade Maxx Art Gallery;(212) 579-6529;191 Columbus Ave;New York;10023.00000000;http://www.wademaxx.com/
[NYC-galleries] Wally Findlay Galleries;(212) 421-5390;124 E 57th St;New York;10022.00000000;http://www.wallyfindlay.com/
[NYC-galleries] Ward-Nasse Gallery;(212) 925-6951;178 Prince St;New York;10012.00000000;http://www.wardnasse.org/
[NYC-galleries] Washburn Galleries;(212) 397-6780;20 W 57th St;New York;10019.00000000;http://www.washburngallery.com/
[NYC-galleries] Washington Sq Outdoor Art Exhibit Inc;(212) 982-6255;115 E 9th St;New York;10003.00000000;http://www.washingtonsquareoutdoorartexhibit.org/
[NYC-galleries] Webster David;(212) 367-8120;448 W 16th St;New York;10011.00000000;http://www.7mainstreet.com/business/unclaimed/webster-david-new-york-ny-10001/14671913
[NYC-galleries] Weisbrod Chinese Art Ltd;(212) 319-1335;36 E 57th St;New York;10022.00000000;http://www.weisbrodltd.com/wsbhome.html
[NYC-galleries] Wellesley the;(212) 288-2666;200 E 72nd St;New York;10021.00000000;http://www.nyc.com/arts__attractions/wellesley_the.795/whats_nearby.aspx
[NYC-galleries] Wessel & O'Connor;(212) 242-8811;242 W. 26th St.;New York;10011.00000000;http://www.wesseloconnor.com/
[NYC-galleries] Westbeth Gallery;(212) 989-4650;55 Bethune St;New York;10014.00000000;http://www.westbeth.org/
[NYC-galleries] Western Art Collectors Society;(718) 351-5268;1374 Richmond Rd;Staten Island;10304.00000000;http://www.americaonwheels.com/NewYork/WESTERN_ART_COLLECTORS_SOCIETY
[NYC-galleries] Westwood Gallery;(212) 925-5700;568 Broadway;New York;10012.00000000;http://www.westwoodgallery.com/
[NYC-galleries] Weybridge Fine Art;(212) 628-5445;30 E 81st St;New York;10028.00000000;http://ny.citysquares.com/manhattan/chelsea/arts-entertainment/artists-art-dealers/weybridge-fine-art-30-e-81-madison-ave
[NYC-galleries] Whas Cultural Art Center Inc;(212) 569-2224;4450 Broadway;New York;10040.00000000;http://www.ziphip.com/whas+cultural+art+center+inc.9.7203168p.home.html
[NYC-galleries] White Box;(212) 714-2347;525 W. 26th St.;New York;10001.00000000;http://www.whiteboxny.org/
[NYC-galleries] White Columns Inc;(212) 924-4212;320 W 13th St;New York;10014.00000000;"http://newyork.going.com/venue-3874;White_Columns_Inc"
[NYC-galleries] Whitfield James Fine Art;(212) 982-8050;107 University Pl;New York;10003.00000000;http://www.facebook.com/pages/London-United-Kingdom/Whitfield-Fine-Art/184172920606
[NYC-galleries] Wickiser Walter Gallery Inc;(212) 941-1817;210 Eleventh Avenue;New York;10001.00000000;http://www.walterwickisergallery.com/
[NYC-galleries] Willow Woodstock Artistic Enterprises;(212) 677-6547;92 Saint Marks Pl;New York;10009.00000000;http://www.yelp.com/biz/willow-woodstock-artistic-enterprises-new-york
[NYC-galleries] Wilmer Jenning Gallery;(212) 505-6771;215 E 2nd St;New York;10009.00000000;http://www.merchantcircle.com/business/Wilmer.Jenning.Gallery.212-505-6771
[NYC-galleries] Winston Wachter Mayer Fine Art;(212) 255-2718;530 W 25th St;New York;10001.00000000;http://www.winstonwachter.com/
[NYC-galleries] Winter Works On Paper;(718) 599-0910;167 North 9th Street;Brooklyn;11211.00000000;http://www.winterworksonpaper.com/about.htm
[NYC-galleries] Wolf Daniel Inc;(212) 772-7721;52 E 78th St;New York;10021.00000000;http://www.manta.com/coms2/dnbcompany_d947yw
[NYC-galleries] Woodward Gallery;(212) 966-3411;133 Eldridge Street;New York;10002.00000000;http://www.woodwardgallery.net/
[NYC-galleries] WORLD AFRICA;(212) 781-1872;779 RIVERSIDE DR;New York;10032.00000000;http://manhattan.ny.povo.com/World_Africa
[NYC-galleries] World Art Center;(212) 791-4941;104 Nassau St;New York;10038.00000000;http://www.merchantcircle.com/business/World.Art.Center.212-791-4941
[NYC-galleries] Yancey Richardson Gallery;(646) 230-9610;535 W 22nd St;New York;10011.00000000;http://www.yanceyrichardson.com/
[NYC-galleries] Yasuda Fine Arts Inc;(212) 977-7966;15 W 53rd St;New York;10019.00000000;http://www.localartdealers.com/New-York/Yasuda-Fine-Arts-Incorporated-25075.html
[NYC-galleries] Yorks Shona Gallery;(212) 431-7444;99 Spring St;New York;10012.00000000;http://yorksshonagallery.com/
[NYC-galleries] Yorkville Art Gallery & Framing;(212) 423-0604;1687 3rd Ave;New York;10128.00000000;http://www.merchantcircle.com/business/Yorkville.Art.Gallery.And.Framing.212-423-0604
[NYC-galleries] Yoshii Gallery;(212) 744-5550;980 Madison Avenue;New York;10075.00000000;http://www.yoshiigallery.com/
[NYC-galleries] Yung Hee Kim;(212) 734-0009;945 5th Ave;New York;10021.00000000;http://www.linkedin.com/pub/yunghee-kim/11/847/188
[NYC-galleries] Zabriskie Gallery;(212) 752-1223;41 W 57th St;New York;10019.00000000;http://www.zabriskiegallery.com/
[NYC-galleries] Zarre Andre Gallery;(212) 255-0202;529 W 20th St;New York;10011.00000000;http://www.andrezarrefineart.com/index.html
[NYC-galleries] Zetterquist Galleries;(212) 751-0650;3 East 66th Street;New York;10065.00000000;http://web.mac.com/zetterquist/Qingbai_Wares/Home.html
[NYC-galleries] Zito Studio Gallery;(646) 602-2338;122 Ludlow St;New York;10002.00000000;http://www.merchantcircle.com/business/Zito.Studio.Gallery.646-602-2338
[NYC-galleries] Zwirner & Wirth;(212) 517-8677;32 E. 69th St.;New York;10021.00000000;http://www.zwirnerandwirth.com/
[NYC-galleries] Zwirner David Gallery;(212) 727-2070;525 W 19th St;New York;10011.00000000;http://www.davidzwirner.com/
[NYC-galleries] Priska C. Juschka Fine Art Inc;(212) 244-4320;547 W 27th St;New York;10001.00000000;http://www.priskajuschkafineart.com/
[NYC-galleries] 1 2 3 Watts Gallery;(212) 219-1482;123 Watts St;New York;10013.00000000;http://www.123watts.com/
[NYC-galleries] 12 Below;(212) 777-6777;853 Broadway;New York;10003.00000000;http://www.upspring.com/12-below-new-york-ny-map.html
[NYC-galleries] 14 Sculptors Gallery;(212) 966-5790;168 Mercer St;New York;10012.00000000;http://www.14sculptors.com/
[NYC-galleries] 1405 Art Gallery;(212) 717-4025;1405 2nd Ave;New York;10021.00000000;http://artframenj.com/
[NYC-galleries] 2 Welancora Gallery;(718) 919-0344;410 Jefferson Ave;Brooklyn;11221.00000000;http://www.welancora.com/
[NYC-galleries] 280 Modern;(212) 941-5825;1875 Dekalb Ave;Ridgewood;11385.00000000;http://attractions.uptake.com/museums/new_york/ridgewood/280_modern_17617828.html
[NYC-galleries] 3 Costantino Fioratti Helen C;(212) 517-9176;36 E 73rd St;New York;10021.00000000;http://www.lantiquaire.us/mirrors-in-renaissance-period.html
[NYC-galleries] 303 Gallery;(212) 255-1121;547 W 21st Street;New York;10011.00000000;http://www.303gallery.com/
[NYC-galleries] 33rd St Galleria;(212) 273-9673;401 7th Ave;New York;10001.00000000;http://www.superpages.com/bp/New-York-NY/33rd-Street-Galleria-L2016404930.htm
[NYC-galleries] 33rd Street Galleria;(212) 760-1228;131 W 33rd St;New York;10001.00000000;http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C0F17-3048-28EB-92D57971418D832F
[NYC-galleries] 4 Chambers Fine Art;(212) 414-1169;522 West 19th Street;New York;10011.00000000;http://www.chambersfineart.com/en/calendar/2009-2-bj.html
[NYC-galleries] 5 Robin Rice Gallery;(212) 366-6660;325 W 118th St;New York;10026.00000000;http://www.robinricegallery.com/galleryinformation/index.html
[NYC-galleries] 531 Artspace;(718) 388-6087;531 Graham Ave;Brooklyn;11222.00000000;http://newyork.citywaboo.com/business/2200841/531_Artspace-in-Brooklyn-NY_11222-4852.html
[NYC-galleries] 73 St Farmers Market;(212) 879-3500;1368 York Ave;New York;10021.00000000;http://www.nyc.com/arts__attractions/73_st_farmers_market.1808/whats_nearby.aspx
[NYC-galleries] A Clean Well Lighted Place Inc;(212) 255-3656;363 Bleecker St;New York;10014.00000000;http://www.merchantcircle.com/business/A.Clean.Well.Lighted.Place.Inc.New.York.NY.1.212-255-3656
[NYC-galleries] A J ARTS LTD;(718) 763-5473;6208 MILL LN;Brooklyn;11234.00000000;http://yp.blogflux.com/directory/us/new-york/brooklyn/a-j-arts-ltd-6208-mill-ln/
[NYC-galleries] A.I.R. Gallery;(212) 966-0799;40 Wooster St;New York;10013.00000000;http://www.artseensoho.com/Art/AIR/air.html
[NYC-galleries] AAA-Abbey Mdsng Co Inc;(718) 253-8830;618 Coney Island Ave;Brooklyn;11218.00000000;http://yp.blogflux.com/directory/us/new-york/brooklyn/aaaabbey-mdsng-co-inc/
[NYC-galleries] Abada Felix Inc;(212) 427-8731;1556 3rd Ave;New York;10128.00000000;http://www.nyc.com/arts__attractions/abada_felix_inc.468/whats_nearby.aspx
[NYC-galleries] Aberbach Fine Art;(212) 988-1100;41 E 57th Street;New York;10022.00000000;http://www.saberbach.com/site.html
[NYC-galleries] Aca Galleries;(212) 206-8080;529 W 20th St;New York;10011.00000000;http://www.acagalleries.com/
[NYC-galleries] Ace Gallery;(212) 255-5599;275 Hudson St;New York;10013.00000000;http://www.acegallery.net
[NYC-galleries] Acquavella Galleries Inc;(212) 734-6300;18 E 79th St;New York;10021.00000000;http://www.acquavellagalleries.com/
[NYC-galleries] Adam Baumgold Fine Art;(212) 861-7338;74 E. 79th St.;New York;10021.00000000;http://www.adambaumgoldgallery.com/
[NYC-galleries] Adam Williams Fine Art Ltd;(212) 249-4987;24 East 80th Street;New York;10075.00000000;http://www.adam-williams.com/DesktopDefault.aspx?tabid=20
[NYC-galleries] Adams Fund Art Buyers;(212) 873-2633;330 W 72nd St;New York;10023.00000000;http://www.yellowspinny.com/adams+fund+art+buyers/bus-16396/
[NYC-galleries] Adams George Gallery;(212) 644-5665;41 W 57th St;New York;10019.00000000;http://www.ikarma.com/biz/New+York/New+York/Adams+George+Gallery/%28212%29644-5665/
[NYC-galleries] Adelson Galleries;(212) 439-6800;219 E 82nd St;New York;10028.00000000;http://www.adelsongalleries.com/
[NYC-galleries] Adler & Conkright Fine Art Llc;(212) 772-7509;24 E 71st St;New York;10021.00000000;http://www.adlerconkrightarts.com/
[NYC-galleries] African Arts Center Inc;(212) 244-6914;615 W 27th St;New York;10001.00000000;http://yp.blogflux.com/directory/us/new-york/new-york/african-arts-center-inc/
[NYC-galleries] Africart Motherland Inc;(212) 368-6802;2478 Frederick Douglas Blvd;New York;10027.00000000;http://local.botw.org/New_York/New_York/Africart_Motherland_Inc/77934896.html
[NYC-galleries] Agora Gallery;212-226-4151;530 W 25th St;New York;10001.00000000;http://www.agora-gallery.com/
[NYC-galleries] Akira Ikeda Gallery;(212) 366-5449;17 Cornelia St;New York;10014.00000000;http://www.akiraikedagallery.com/
[NYC-galleries] Alan Brasington Inc;(212) 366-9996;23 8th Ave;New York;10014.00000000;http://www.nyc.com/arts__attractions/alan_brasington_inc.187/editorial_review.aspx
[NYC-galleries] Alaska on Madison;(212) 879-1782;1065 Madison Ave;New York;10028.00000000;http://www.alaskaonmadison.com/
[NYC-galleries] Alexander and Bonin;(212) 367-7474;132 10th Ave;New York;10011.00000000;http://www.alexanderandbonin.com/
[NYC-galleries] Alexander's Sculptural Svce;(212) 867-8866;117 E 39th St;New York;10016.00000000;http://www.nyc.com/arts__attractions/alexanders_sculptural_svce.1805/whats_nearby.aspx
[NYC-galleries] Alexandre Gallery;(212) 755-2828;41 E 57th St;New York;10022.00000000;http://www.alexandregallery.com
[NYC-galleries] Alliance of Queens Artists;(718) 520-9842;99-10 Metropolitan Ave.;Forest Hills;11375.00000000;http://www.arts4u.org/
[NYC-galleries] Alter Silver Gallery Corp;(212) 750-1928;1050 2nd Ave;New York;10022.00000000;http://www.ikarma.com/biz/New+York/New+York/Alter+Silver+Gallery+Corporation/%28212%29750-1928/
[NYC-galleries] American European Fine Art Inc;(212) 517-4010;115 E 89th St;New York;10128.00000000;http://www.artincontext.org
[NYC-galleries] American Fine Arts Co;(212) 941-0401;530 W 22nd St;New York;10011.00000000;http://www.nileguide.com/destination/new-york/things-to-do/american-fine-arts-co/507977
[NYC-galleries] American Folk Art Museum - Eva and Morris Feld Gallery;(212) 595-9533;2 Lincoln Square;New York;10023.00000000;http://www.folkartmuseum.org/default.asp?id=509
[NYC-galleries] Ameringer & Yohe Fine Arts;(212) 445-0051;525 West 22nd Street;New York;10011.00000000;http://www.ameringer-yohe.com/
[NYC-galleries] Amos Eno Gallery;(718) 237-3001;111 Front Street;Brooklyn;11201.00000000;http://www.amoseno.org/
[NYC-galleries] An American Space;(212) 426-2879;118 E 92nd St;New York;10128.00000000;http://www.artinfo.com/galleryguide/11631/119/an-american-space-gallery/visit/
[NYC-galleries] Ancient Art of the New World Inc;(212) 737-3766;525 E 72nd St;New York;10021.00000000;http://www.manta.com/coms2/dnbcompany_6k57c8
[NYC-galleries] Andover Gallery;(212) 473-1722;60 Rivington St;New York;10002.00000000;http://new_york.ny.ooberunder.com/7385653-andover.gallery
[NYC-galleries] Andrew Edlin Gallery;(212) 206-9723;134 Tenth Avenue;New York;10011.00000000;http://edlingallery.com/
[NYC-galleries] Andy Warhol Authentication Board Inc;(212) 727-1735;525 W 20th St;New York;10011.00000000;http://www.warholfoundation.org/legacy/authentication_procedure.html
[NYC-galleries] Angel Orensanz Foundation;(212) 780-0175;172 Norfolk St;New York;10002.00000000;http://www.orensanz.org/home.php
[NYC-galleries] Anita Friedman Fine Arts;(212) 472-1527;980 Madison Ave;New York;10021.00000000;http://www.artnet.com/gallery/406/anita-friedman-fine-arts.html
[NYC-galleries] Annex the;(646) 638-3785;601 W 26th St;New York;10001.00000000;http://oneartworld.com/The+Annex.html
[NYC-galleries] Annie Yau Gallery;(212) 580-2980;173 W 88th St;New York;10024.00000000;http://www.upnext.com/venue/new-york-recreation/annie-yau-gallery/11640.htm
[NYC-galleries] Annina Nosei Gallery;(212) 741-8695;528 W 22nd St;New York;10011.00000000;http://www.patrickgrant.net/genome_angallery.htm
[NYC-galleries] Anthony Grant Inc;(212) 755-0434;37 W 57th St;New York;10019.00000000;http://anthonygrantinc.com/Movie1_LANY.swf
[NYC-galleries] Antik;(212) 343-0471;104 Franklin St;New York;10013.00000000;http://www.antik-nyc.net/
